"#","No.","Name","Category","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm"
"81","170","Craig Hamilton","Senior","3","3","7:31.758","11.2","22:31.545","14:26:52.982","84","152","17","","370","0",""
"82","165","Jim Cameron","Senior","3","3","7:35.622","11.1","22:32.597","14:26:54.034","80","148","17","","365","0",""
"83","163","John-Paul Baxter","Senior","3","3","7:29.020","11.2","22:33.695","14:26:55.132","81","154","17","","363","0",""
"84","194","Tom Rowntree","Senior","3","3","7:37.963","11.0","22:41.297","14:27:02.734","84","149","18","","394","0",""
"85","178","Ewan Mulhern","Senior","3","3","7:36.662","11.0","22:46.754","14:27:08.191","75","174","17","","378","0",""
"86","169","Simon Fairfull","Senior","3","3","7:52.266","10.7","22:54.883","14:27:16.320","84","160","16","","369","0",""
"87","184","Mark Shilton","Senior","3","3","7:43.928","10.9","23:18.408","14:27:39.845","84","144","25","","384","0",""
"88","162","Chris Barr","Senior","3","3","7:27.734","11.3","25:06.418","14:29:27.855","82","152","15","","362","0",""
"89","174","David Lines","Senior","4","4","6:28.209","13.0","25:11.730","14:29:33.167","80","151","16","","374","0",""
"90","175","Gary MacDonald","Senior","4","4","6:18.778","13.3","25:20.024","14:29:41.461","84","156","14","","375","0",""
"91","189","Daniel Whitehead","Senior","4","4","6:41.253","12.6","26:27.179","14:30:48.616","80","164","17","","389","0",""
"92","187","Neil Walker","Senior","4","4","6:38.777","12.6","26:28.209","14:30:49.646","81","151","18","","387","0",""
"93","173","Scott Lindsay","Senior","4","4","6:44.170","12.5","27:00.046","14:31:21.483","83","158","20","","373","0",""
"94","161","Wayne Barr","Senior","4","4","6:51.672","12.2","27:06.220","14:31:27.657","76","152","19","","361","0",""
"95","181","Tom Owens","Senior","4","4","6:52.510","12.2","27:33.418","14:31:54.855","73","150","18","","381","0",""
"96","180","Aaron Outhwaite","Senior","3","4","9:20.184","9.0","27:41.189","14:32:02.626","83","165","20","","380","0",""
"97","176","John Mackenzie","Senior","4","4","7:03.549","11.9","27:57.169","14:32:18.606","84","169","17","","376","0",""
"98","185","Steven Turbitt","Senior","4","4","7:22.436","11.4","28:09.003","14:32:30.440","78","151","17","","385","0",""
"99","177","Eoghan Maguire","Senior","4","4","7:08.914","11.8","28:22.489","14:32:43.926","84","156","20","","377","0",""
"100","168","Ian Dunlop","Senior","4","4","7:22.821","11.4","28:32.822","14:32:54.259","77","160","18","","368","0",""
"101","166","Graeme Cross","Senior","4","4","7:12.198","11.7","28:35.506","14:32:56.943","81","154","17","","366","0",""
"102","??","LC-04372","","0","0","","0.0","","14:32:56.959","78","151","17","","323","0",""
"103","188","Adam Wallace","Senior","4","4","7:10.668","11.7","28:43.469","14:33:04.906","79","152","17","","388","0",""
"104","191","Barry Wilson","Senior","4","4","7:33.149","11.1","29:14.729","14:33:36.166","83","149","16","","391","0",""
"105","193","Ross Young","Senior","3","4","9:58.262","8.4","29:22.216","14:33:43.653","84","151","16","","393","0",""
"106","182","Addy Pope","Senior","4","4","7:22.784","11.4","29:26.970","14:33:48.407","80","153","20","","382","0",""
"107","164","Tom Blankenstein","Senior","4","4","7:32.307","11.1","29:42.613","14:34:04.050","83","150","20","","364","0",""
"108","186","Stephen Walker","Senior","4","4","7:34.191","11.1","29:45.531","14:34:06.968","75","149","20","","386","0",""
"109","192","Brian Yates","Senior","4","4","7:27.467","11.3","29:46.119","14:34:07.556","81","150","20","","392","0",""
"110","163","John-Paul Baxter","Senior","4","4","7:21.226","11.4","29:54.921","14:34:16.358","79","153","23","","363","0",""
"111","165","Jim Cameron","Senior","4","4","7:36.780","11.0","30:09.377","14:34:30.814","81","156","20","","365","0",""
"112","194","Tom Rowntree","Senior","4","4","7:34.891","11.1","30:16.188","14:34:37.625","82","147","24","","394","0",""
"113","178","Ewan Mulhern","Senior","4","4","7:38.247","11.0","30:25.001","14:34:46.438","82","153","20","","378","0",""
"114","170","Craig Hamilton","Senior","4","4","8:09.471","10.3","30:41.016","14:35:02.453","81","167","22","","370","0",""
"115","169","Simon Fairfull","Senior","4","4","7:50.535","10.7","30:45.418","14:35:06.855","84","163","22","","369","0",""
"116","184","Mark Shilton","Senior","4","4","7:49.329","10.7","31:07.737","14:35:29.174","84","168","17","","384","0",""
"117","174","David Lines","Senior","5","5","6:13.315","13.5","31:25.045","14:35:46.482","79","153","17","","374","0",""
"118","172","Andrew Leitch","Senior","3","5","10:06.412","8.3","31:33.677","14:35:55.114","82","149","23","","372","0",""
"119","175","Gary MacDonald","Senior","5","5","6:19.261","13.3","31:39.285","14:36:00.722","80","152","26","","375","0",""
"120","189","Daniel Whitehead","Senior","5","5","6:39.582","12.6","33:06.761","14:37:28.198","78","167","20","","389","0",""
"121","187","Neil Walker","Senior","5","5","6:41.935","12.5","33:10.144","14:37:31.581","84","152","17","","387","0",""
"122","162","Chris Barr","Senior","4","5","8:16.112","10.2","33:22.530","14:37:43.967","82","150","20","","362","0",""
"123","173","Scott Lindsay","Senior","5","5","7:07.553","11.8","34:07.599","14:38:29.036","82","158","24","","373","0",""
"124","161","Wayne Barr","Senior","5","5","7:03.178","11.9","34:09.398","14:38:30.835","73","149","24","","361","0",""
"125","181","Tom Owens","Senior","5","5","6:52.639","12.2","34:26.057","14:38:47.494","77","147","22","","381","0",""
"126","176","John Mackenzie","Senior","5","5","7:12.324","11.7","35:09.493","14:39:30.930","83","164","27","","376","0",""
"127","185","Steven Turbitt","Senior","5","5","7:07.484","11.8","35:16.487","14:39:37.924","79","152","23","","385","0",""
"128","177","Eoghan Maguire","Senior","5","5","7:12.990","11.6","35:35.479","14:39:56.916","84","155","26","","377","0",""
"129","166","Graeme Cross","Senior","5","5","7:13.064","11.6","35:48.570","14:40:10.007","80","155","23","","366","0",""
"130","??","LC-04372","","0","0","","0.0","","14:40:10.018","79","154","23","","323","0",""
"131","168","Ian Dunlop","Senior","5","5","7:23.900","11.4","35:56.722","14:40:18.159","79","152","24","","368","0",""
"132","188","Adam Wallace","Senior","5","5","7:17.398","11.5","36:00.867","14:40:22.304","84","154","23","","388","0",""
"133","182","Addy Pope","Senior","5","5","7:26.426","11.3","36:53.396","14:41:14.833","81","154","21","","382","0",""
